Date;CallsOffered;CallsHandled;CallsAbandoned;AverageSpeedofAnswer;ServiceLevel;BI_ID
2024-06-02;344;338;6;16.4852071005917;0.908823529411765;91
2024-06-01;460;446;14;30.47533632287;0.827814569536424;92
2024-05-31;1227;1153;58;72.1066782307025;0.756869275603664;93
2024-05-30;1330;1182;122;127.357868020305;0.568535825545171;94
2024-05-29;1574;1376;158;146.218023255814;0.524850894632207;95
2024-05-28;1540;1445;77;56.642214532872;0.731869594145043;96
2024-05-27;1589;1418;134;134.326516220028;0.611901681759379;97
2024-05-26;305;300;7;9.64;0.937293729372937;98
2024-05-25;443;421;20;25.5843230403801;0.850230414746544;99
2024-05-24;1281;1186;76;87.8431703204047;0.66853482786229;100
2024-05-23;1379;1279;76;60.5027365129007;0.703427719821163;101
2024-05-22;1742;1578;134;76.2902408111534;0.663529411764706;102
2024-05-21;1376;1269;89;79.789598108747;0.700969425801641;103
2024-05-20;575;557;16;12.064631956912;0.919298245614035;104
2024-05-19;343;326;15;46.898773006135;0.818991097922849;105
2024-05-18;494;455;37;38.010989010989;0.795407098121086;106
2024-05-17;1235;1187;41;28.8272957034541;0.822075782537068;107
2024-05-16;1216;1143;64;50.1198600174978;0.767284991568297;108
2024-05-15;1319;1243;63;45.9002413515688;0.773219814241486;109
2024-05-14;1354;1304;44;35.3251533742331;0.832960477255779;110
2024-05-13;1432;1353;70;45.209903917221;0.75035765379113;111
2024-05-12;339;324;12;15.8302469135802;0.91238670694864;112
2024-05-11;428;414;13;15.7028985507246;0.907363420427554;113
2024-05-10;1227;1188;37;30.2171717171717;0.861640430820216;114
2024-05-09;1264;1203;47;38.2518703241895;0.82395498392283;115
2024-05-08;1276;1229;37;33.6875508543531;0.825258141382049;116
2024-05-07;1305;1191;94;69.9261125104954;0.716966379984363;117
2024-05-06;1435;1283;120;113.974279033515;0.558255897069335;118
2024-05-05;290;282;7;12.4290780141844;0.926573426573427;119
2024-05-04;480;462;19;18.3203463203463;0.88272921108742;120
2024-05-03;1185;1084;85;89.830258302583;0.624564459930314;121
2024-05-02;1241;1179;50;49.518235793045;0.742014742014742;122
2024-05-01;1345;1217;109;90.6606409202958;0.685823754789272;123
2024-04-30;1283;1259;20;20.9221604447975;0.88740157480315;124
2024-04-29;1367;1324;34;34.2061933534743;0.851000741289844;125
2024-04-28;276;270;4;12.9407407407407;0.915441176470588;126
2024-04-27;376;371;5;4.50673854447439;0.967828418230563;127
2024-04-26;1141;1021;99;136.036238981391;0.557155715571557;128
2024-04-25;1227;1155;66;46.4294372294372;0.773522064945878;129
2024-04-24;1251;1218;31;25.5008210180624;0.865695792880259;130
2024-04-23;1339;1269;57;37.8431836091411;0.829138062547674;131
2024-04-22;1346;1252;76;74.1477635782748;0.690674753601213;132
2024-04-21;374;371;3;1.36118598382749;0.989247311827957;133
2024-04-20;461;455;7;7.25714285714286;0.947483588621444;134
2024-04-19;1216;1113;77;105.141958670261;0.628140703517588;135
2024-04-18;1210;1119;78;70.8176943699732;0.69309462915601;136
2024-04-17;1255;1191;59;45.4693534844668;0.773279352226721;137
2024-04-16;1296;1234;54;37.9781199351702;0.800157356412274;138
2024-04-15;1348;1259;70;72.3963463065925;0.719391634980989;139
2024-04-14;350;345;5;9.98260869565217;0.939481268011527;140
2024-04-13;509;490;17;23.6673469387755;0.872255489021956;141
2024-04-12;1129;1058;60;62.2353497164461;0.743682310469314;142
2024-04-11;1154;1080;68;48.9703703703704;0.767936226749336;143
2024-04-10;1257;1166;77;73.8413379073757;0.687296416938111;144
2024-04-09;1191;1115;62;79.8600896860987;0.70468085106383;145
2024-04-08;1279;1147;110;138.795989537925;0.556179775280899;146
2024-04-07;309;305;6;6.91147540983607;0.944444444444444;147
2024-04-06;415;409;5;7.64058679706602;0.953995157384988;148
2024-04-05;1283;1182;89;87.0922165820643;0.693045563549161;149
2024-04-04;1316;1160;116;110.24224137931;0.588880187940486;150
2024-04-03;1347;1267;70;65.9558011049724;0.712765957446809;151
2024-04-02;1366;1268;78;57.48738170347;0.72059925093633;152
2024-04-01;799;790;9;5.30759493670886;0.967213114754098;153
2024-03-31;388;369;18;18.0;0.8668;154
2024-03-30;404;402;1;3.0;0.9851;155
2024-03-29;558;544;13;11.0;0.9164;156
2024-03-28;1107;1003;85;79.0;0.6898;157
2024-03-27;1167;1086;74;92.0;0.7342;158
2024-03-26;1223;1155;61;56.0;0.7279;159
2024-03-25;1259;1100;131;160.0;0.5454;160
2024-03-24;322;317;5;15.0;0.9211;161
2024-03-23;383;379;4;12.0;0.9396;162
2024-03-22;1078;953;98;124.0;0.5908;163
2024-03-21;1142;966;143;199.0;0.4695;164
2024-03-20;1304;1169;112;72.0;0.6775;165
2024-03-19;1364;1168;170;141.0;0.5828;166
2024-03-18;1344;1173;140;140.0;0.5429;167
2024-03-17;299;283;16;35.0;0.8277;168
2024-03-16;353;311;38;59.0;0.649;169
2024-03-15;1077;959;98;130.0;0.5377;170
2024-03-14;1203;1054;129;155.0;0.5829;171
2024-03-13;1190;1061;109;98.0;0.5934;172
2024-03-12;1238;1116;103;143.0;0.5835;173
2024-03-11;1299;1107;159;184.0;0.4535;174
2024-03-10;249;231;17;41.0;0.8408;175
2024-03-09;393;380;11;26.0;0.8711;176
2024-03-08;1103;1014;77;82.0;0.6902;177
2024-03-07;1238;1150;74;63.0;0.6905;178
2024-03-06;1183;1096;69;67.0;0.7274;179
2024-03-05;1234;1181;43;36.0;0.8179;180
2024-03-04;1202;1116;69;71.0;0.7166;181
2024-03-03;211;209;2;7.0;0.9571;182
2024-03-02;400;398;2;5.0;0.9674;183
2024-03-01;1150;1082;55;59.0;0.6988;184
2024-02-29;1227;1136;80;71.3776408450704;0.696563285834032;185
2024-02-28;1196;1062;120;133.194915254237;0.580172413793104;186
2024-02-27;1266;1195;53;54.9213389121339;0.765511684125705;187
2024-02-26;1432;1261;144;157.40681998414;0.532804614275415;188
2024-02-25;323;305;19;31.3377049180328;0.806962025316456;189
2024-02-24;354;353;1;3.80736543909348;0.977401129943503;190
2024-02-23;1179;1088;74;60.7288602941177;0.723867595818815;191
2024-02-22;1311;1213;87;57.434460016488;0.730046948356808;192
2024-02-21;1222;1149;63;60.8868581375109;0.732606873428332;193
2024-02-20;1418;1294;95;101.833075734158;0.595203488372093;194
2024-02-19;488;481;5;7.8066528066528;0.952674897119342;195
2024-02-18;270;258;10;15.953488372093;0.909433962264151;196
2024-02-17;399;380;18;34.5342105263158;0.823076923076923;197
2024-02-16;1223;1103;99;133.391659111514;0.601175482787574;198
2024-02-15;1357;1111;218;274.033303330333;0.41556420233463;199
2024-02-14;1326;1218;88;89.8308702791461;0.630888030888031;200
2024-02-13;1335;1284;43;38.1799065420561;0.819359756097561;201
2024-02-12;1465;1307;135;106.035960214231;0.633802816901409;202
2024-02-11;259;248;8;22.5927419354839;0.87843137254902;203
2024-02-10;439;421;19;17.5676959619953;0.890186915887851;204
2024-02-09;1231;1171;51;61.6524338172502;0.734710743801653;205
2024-02-08;1254;1192;49;36.3640939597316;0.791396103896104;206
2024-02-07;1366;1215;132;122.855967078189;0.580669710806697;207
2024-02-06;1528;1314;178;156.55098934551;0.53745704467354;208
2024-02-05;1661;1513;126;122.821546596167;0.679925419515227;209
2024-02-04;358;332;25;59.0060240963855;0.796511627906977;210
2024-02-03;537;521;16;19.9174664107486;0.869318181818182;211
2024-02-02;1834;1703;100;80.6418085731063;0.6692869174621;212
2024-02-01;1795;1679;97;83.8159618820727;0.702947845804989;213
2024-01-31;1920;1772;118;85.0;0.635142396560989;214
2024-01-30;1866;1753;90;81.0;0.696604600219058;215
2024-01-29;2044;1795;199;180.0;0.536326942482341;216
2024-01-28;427;392;33;61.0;0.738095238095238;217
2024-01-27;555;547;7;8.0;0.945255474452555;218
2024-01-26;1747;1677;57;51.0;0.78733294596165;219
2024-01-25;1783;1740;34;33.0;0.817509948834565;220
2024-01-24;1771;1621;122;107.0;0.616414435389988;221
2024-01-23;2256;1969;239;180.0;0.552703941338222;222
2024-01-22;2415;2162;225;159.0;0.595899188381034;223
2024-01-21;631;592;34;38.0;0.752039151712888;224
2024-01-20;638;611;26;37.0;0.782608695652174;225
2024-01-19;1704;1528;142;163.335732984293;0.538040170419963;226
2024-01-18;1511;1468;37;17.3276566757493;0.891348088531187;227
2024-01-17;1482;1424;54;23.0582865168539;0.883928571428571;228
2024-01-16;1526;1481;34;37.8109385550304;0.864238410596027;229
2024-01-15;1731;1660;58;35.416265060241;0.814487632508834;230
2024-01-14;439;415;20;49.1180722891566;0.818823529411765;231
2024-01-13;485;482;3;4.19709543568465;0.977178423236515;232
2024-01-12;1292;1221;58;69.0687960687961;0.755327545382794;233
2024-01-11;1549;1496;46;28.043449197861;0.876892692560895;234
2024-01-10;1366;1354;10;6.08050221565731;0.96399706098457;235
2024-01-09;1437;1402;26;23.2111269614836;0.897543859649123;236
2024-01-08;1569;1518;42;32.9927536231884;0.836351875808538;237
2024-01-07;306;298;7;12.0;0.923841059602649;238
2024-01-06;430;423;7;8.73522458628842;0.936915887850467;239
2024-01-05;1334;1323;11;11.869992441421;0.941441441441442;240
2024-01-04;1343;1290;45;33.2674418604651;0.833836858006042;241
2024-01-03;1422;1374;39;29.844250363901;0.866477272727273;242
2024-01-02;1425;1404;20;12.1346153846154;0.930644019815994;243
2024-01-01;289;289;0;0.28373702422145;1.0;244
2023-12-31;384;343;33;37.6763848396502;0.74331550802139;245
2023-12-30;436;429;6;8.57342657342657;0.946759259259259;246
2023-12-29;933;908;17;24.2830396475771;0.85807150595883;247
2023-12-28;918;912;5;5.14802631578947;0.967213114754098;248
2023-12-27;956;955;0;0.9413612565445;0.997907949790795;249
2023-12-26;486;474;12;8.28902953586498;0.930962343096234;250
2023-12-25;156;155;1;1.9741935483871;0.987179487179487;251
2023-12-24;284;277;6;4.66425992779783;0.96797153024911;252
2023-12-23;321;319;1;1.96238244514107;0.984375;253
2023-12-22;1020;997;16;14.653961885657;0.91468253968254;254
2023-12-21;1291;1253;35;18.8459696727853;0.902285263987392;255
2023-12-20;1329;1284;38;41.2928348909657;0.853975535168196;256
2023-12-19;1319;1220;87;89.1434426229508;0.702639751552795;257
2023-12-18;1287;1154;111;157.467937608319;0.548956661316212;258
2023-12-17;344;318;25;45.4119496855346;0.789156626506024;259
2023-12-16;405;388;12;22.4561855670103;0.865;260
2023-12-15;1251;1143;103;95.7996500437445;0.681780708985985;261
2023-12-14;1401;1333;58;38.2258064516129;0.790393013100437;262
2023-12-13;1350;1259;76;71.9324861000794;0.729750189250568;263
2023-12-12;1417;1258;129;187.601748807631;0.562817719680465;264
2023-12-11;1603;1361;213;155.979426891991;0.510416666666667;265
2023-12-10;337;320;16;43.4875;0.808510638297872;266
2023-12-09;469;441;25;73.4399092970522;0.742857142857143;267
2023-12-08;1461;1338;98;112.806427503737;0.662676056338028;268
2023-12-07;1457;1342;97;106.499254843517;0.602256699576869;269
2023-12-06;1401;1248;123;113.658653846154;0.539895600298285;270
2023-12-05;1361;1280;59;52.38125;0.747761194029851;271
2023-12-04;1683;1443;201;166.895356895357;0.488819875776398;272
2023-12-03;335;317;16;61.3564668769716;0.721212121212121;273
2023-12-02;475;445;24;35.7101123595506;0.773218142548596;274
2023-12-01;1376;1332;39;28.0720720720721;0.865143699336772;275
2023-11-30;1341;1169;153;138.119760479042;0.540478026214341;276
2023-11-29;1441;1388;39;33.3551873198847;0.845179451090781;277
2023-11-28;1534;1437;69;51.8455114822547;0.749501661129568;278
2023-11-27;1556;1423;103;85.8011243851019;0.627876397107166;279
2023-11-26;353;341;11;24.0615835777126;0.835734870317003;280
2023-11-25;480;440;35;41.9727272727273;0.773706896551724;281
2023-11-24;1209;1171;34;24.6806148590948;0.871021775544389;282
2023-11-23;1383;1325;53;52.2633962264151;0.78023598820059;283
2023-11-22;1426;1329;75;67.2069224981189;0.71;284
2023-11-21;1372;1262;96;83.770206022187;0.661940298507463;285
2023-11-20;1505;1329;151;181.509405568096;0.432876712328767;286
2023-11-19;376;357;15;28.6302521008403;0.818918918918919;287
2023-11-18;455;444;10;16.3963963963964;0.912946428571429;288
2023-11-17;1457;1369;78;39.1986851716581;0.801272984441301;289
2023-11-16;1393;1270;105;87.6929133858268;0.644167278063096;290
2023-11-15;1339;1295;37;26.6108108108108;0.854119425547997;291
2023-11-14;1374;1340;26;21.889552238806;0.857562408223201;292
2023-11-13;592;591;0;1.4331641285956;0.989864864864865;293
2023-11-12;351;319;27;48.1912225705329;0.761627906976744;294
2023-11-11;738;590;122;131.898305084746;0.453900709219858;295
2023-11-10;1201;1165;29;20.3845493562232;0.871946082561078;296
2023-11-09;1281;1208;68;52.5355960264901;0.813248204309657;297
2023-11-08;1197;1135;49;48.3700440528634;0.804919423240034;298
2023-11-07;1128;997;114;101.901705115346;0.626715462031107;299
2023-11-06;1282;1210;62;39.2471074380165;0.772435897435898;300
2023-11-05;298;272;25;39.5514705882353;0.787671232876712;301
2023-11-04;410;381;25;38.1338582677165;0.811557788944724;302
2023-11-03;1030;906;113;124.652317880795;0.607250755287009;303
2023-11-02;1025;926;80;103.578833693305;0.60140562248996;304
2023-11-01;1218;1131;77;55.6206896551724;0.755499153976311;305
2023-10-31;1339;1213;111;67.116240725474;0.691063174114022;306
2023-10-30;1180;1053;101;115.509021842355;0.612931034482759;307
2023-10-29;281;266;14;28.2669172932331;0.825454545454546;308
2023-10-28;411;399;9;10.0827067669173;0.931034482758621;309
2023-10-27;927;850;63;78.3070588235294;0.709211986681465;310
2023-10-26;1062;986;62;60.210953346856;0.703953712632594;311
2023-10-25;1208;1112;82;61.1196043165468;0.711489361702128;312
2023-10-24;1044;1043;0;2.4496644295302;0.986590038314176;313
2023-10-23;1265;1193;61;52.9136630343671;0.754428341384863;314
2023-10-22;293;289;4;10.1695501730104;0.917808219178082;315
2023-10-21;406;386;19;31.5621761658031;0.831234256926952;316
2023-10-20;1120;1027;82;76.8179162609542;0.703327171903882;317
2023-10-19;1177;1081;84;55.9814986123959;0.755477651183173;318
2023-10-18;1251;1196;47;33.9598662207358;0.832384052074858;319
2023-10-17;1194;1133;49;57.1315092674316;0.732249786142002;320
2023-10-16;1303;1197;88;83.2748538011696;0.672684458398744;321
2023-10-15;347;336;11;26.7678571428571;0.811594202898551;322
2023-10-14;414;408;4;9.00245098039216;0.934624697336562;323
2023-10-13;1166;1095;62;49.9799086757991;0.771806167400881;324
2023-10-12;1181;1110;61;53.1027027027027;0.761946133796699;325
2023-10-11;1262;1170;84;58.6435897435897;0.733388022969647;326
2023-10-10;1294;1209;65;64.9172870140612;0.726913970007893;327
2023-10-09;332;332;0;0.35240963855422;1.0;328
2023-10-08;282;267;14;18.4531835205993;0.89051094890511;329
2023-10-07;400;385;14;9.07272727272727;0.940874035989717;330
2023-10-06;1174;1130;37;29.8946902654867;0.8438855160451;331
2023-10-05;1168;1140;27;22.0614035087719;0.92320966350302;332
2023-10-04;1166;1128;34;31.2074468085106;0.844155844155844;333
2023-10-03;1280;1183;79;58.2890955198648;0.74859437751004;334
2023-10-02;593;589;5;6.61629881154499;0.974489795918367;335
2023-10-01;369;331;36;95.0725075528701;0.677871148459384;336
2023-09-30;478;447;27;38.7561521252796;0.800856531049251;337
2023-09-29;1214;1134;67;52.1455026455026;0.765349032800673;338
2023-09-28;1145;1094;45;30.6389396709324;0.828291814946619;339
2023-09-27;1145;1108;32;23.086642599278;0.870796460176991;340
2023-09-26;1257;1208;43;31.3170529801325;0.872253864930838;341
2023-09-25;1228;1220;7;3.33360655737705;0.978758169934641;342
2023-09-24;311;287;25;33.3449477351916;0.815789473684211;343
2023-09-23;428;410;18;13.8121951219512;0.902380952380952;344
2023-09-22;1310;1240;57;40.3403225806452;0.818111455108359;345
2023-09-21;1191;1158;28;19.9810017271157;0.88728813559322;346
2023-09-20;1229;1211;17;11.3955408753097;0.931911402789172;347
2023-09-19;1231;1160;60;37.2215517241379;0.798836242726517;348
2023-09-18;1456;1350;85;48.9725925925926;0.729328621908127;349
2023-09-17;321;298;20;35.9060402684564;0.831746031746032;350
2023-09-16;555;512;41;32.083984375;0.788785046728972;351
2023-09-15;1187;1130;42;37.6026548672566;0.82679180887372;352
2023-09-14;1253;1210;37;29.604958677686;0.869846402586904;353
2023-09-13;1345;1326;14;16.9532428355958;0.900299850074963;354
2023-09-12;1232;1167;54;66.9245929734362;0.746877601998335;355
2023-09-11;1271;1190;59;56.4453781512605;0.752808988764045;356
2023-09-10;368;336;31;42.6577380952381;0.777464788732394;357
2023-09-09;498;460;35;36.8152173913044;0.785862785862786;358
2023-09-08;1250;1193;46;43.5356244761107;0.826580226904376;359
2023-09-07;1343;1275;54;36.8203921568627;0.812594840667678;360
2023-09-06;1335;1248;70;66.5528846153846;0.736280487804878;361
2023-09-05;1200;1106;73;64.4041591320072;0.744644387317909;362
2023-09-04;528;519;9;7.68400770712909;0.952107279693487;363
2023-09-03;377;356;19;25.4550561797753;0.849056603773585;364
2023-09-02;497;467;24;24.355460385439;0.830612244897959;365
2023-09-01;1158;1118;31;30.1189624329159;0.866666666666667;366
2023-08-31;1242;1207;32;22.7854183927092;0.865573770491803;367
2023-08-30;1340;1252;72;55.4968051118211;0.71689497716895;368
2023-08-29;1241;1133;94;75.2153574580759;0.692179700499168;369
2023-08-28;1261;1188;60;58.5808080808081;0.733982157339822;370
2023-08-27;418;379;34;42.3060686015831;0.780487804878049;371
2023-08-26;485;454;30;26.5198237885463;0.829113924050633;372
2023-08-25;1207;1153;49;23.0338248048569;0.875844594594595;373
2023-08-24;1214;1186;23;16.2217537942664;0.903734439834025;374
2023-08-23;1321;1289;28;16.1039565554694;0.896788990825688;375
2023-08-22;1350;1311;32;20.323417238749;0.879969992498125;376
2023-08-21;1453;1372;68;55.6370262390671;0.765987350667604;377
2023-08-20;376;364;11;23.6456043956044;0.8544474393531;378
2023-08-19;526;485;38;25.8412371134021;0.831041257367387;379
2023-08-18;1393;1336;48;24.7814371257485;0.854212454212454;380
2023-08-17;1396;1356;36;24.6489675516224;0.856622998544396;381
2023-08-16;1468;1425;35;23.9656140350877;0.869565217391304;382
2023-08-15;1532;1464;59;37.0396174863388;0.81763925729443;383
2023-08-14;1649;1542;86;49.4267185473411;0.742236024844721;384
2023-08-13;479;468;11;13.4935897435897;0.911205073995772;385
2023-08-12;572;518;49;49.023166023166;0.716606498194946;386
2023-08-11;1573;1504;57;39.8031914893617;0.790592783505155;387
2023-08-10;1555;1475;64;38.9457627118644;0.801050558108995;388
2023-08-09;1468;1420;42;22.6014084507042;0.88719723183391;389
2023-08-08;1617;1453;137;106.176187198899;0.606349206349206;390
2023-08-07;602;587;15;7.99488926746167;0.932773109243698;391
2023-08-06;534;453;71;94.9602649006623;0.58300395256917;392
2023-08-05;589;533;46;45.7729831144465;0.75;393
2023-08-04;1405;1298;89;63.0030816640986;0.742005813953488;394
2023-08-03;1497;1467;30;21.8595773687798;0.885212694125591;395
2023-08-02;1570;1552;17;8.82023195876289;0.941591784338896;396
2023-08-01;1606;1575;24;16.2139682539683;0.907605279698303;397
2023-07-31;1821;1731;74;47.1519352975159;0.791270285394516;398
2023-07-30;452;430;19;42.1093023255814;0.798642533936652;399
2023-07-29;607;548;52;59.6970802919708;0.762798634812287;400
2023-07-28;1763;1624;109;56.7481527093596;0.721215663354763;401
2023-07-27;1665;1526;112;96.1913499344692;0.644882860665845;402
2023-07-26;1768;1576;162;136.003172588832;0.619298245614035;403
2023-07-25;1740;1620;100;47.5160493827161;0.767920094007051;404
2023-07-24;1519;1445;59;51.8934256055363;0.792503346720214;405
2023-07-23;477;442;32;36.0950226244344;0.790948275862069;406
2023-07-22;658;607;44;38.0230642504119;0.799373040752351;407
2023-07-21;1658;1432;189;166.300279329609;0.543356207111666;408
2023-07-20;1356;1276;66;47.4772727272727;0.786786786786787;409
2023-07-19;1477;1402;63;43.6840228245364;0.779077770130764;410
2023-07-18;1534;1495;35;21.3879598662207;0.887277521423863;411
2023-07-17;1474;1378;69;58.9550072568941;0.732686980609418;412
2023-07-16;407;360;44;48.1194444444445;0.748730964467005;413
2023-07-15;555;519;34;37.8477842003854;0.807050092764379;414
2023-07-14;1388;1336;40;32.9258982035928;0.845534407027819;415
2023-07-13;1472;1429;31;21.5136459062281;0.880821917808219;416
2023-07-12;1475;1437;32;17.4933890048713;0.890034364261168;417
2023-07-11;1510;1448;50;36.4343922651934;0.813297515110813;418
2023-07-10;1519;1419;88;63.2572233967583;0.704253882511816;419
2023-07-09;481;436;42;41.4151376146789;0.8;420
2023-07-08;535;503;33;28.9224652087475;0.798850574712644;421
2023-07-07;1459;1425;28;14.8435087719298;0.920415224913495;422
2023-07-06;1581;1552;26;14.3189432989691;0.907065563335455;423
2023-07-05;1845;1813;29;8.6238279095422;0.943200436919716;424
2023-07-04;2025;1973;47;25.8079067410036;0.871449925261585;425
2023-07-03;810;749;58;53.0280373831776;0.826582278481013;426
2023-07-02;414;380;32;53.4973684210526;0.7775;427
2023-07-01;605;564;36;32.6028368794326;0.822033898305085;428
2023-06-30;1693;1660;29;18.3867469879518;0.908874329958309;429
2023-06-29;1712;1690;18;13.4479289940828;0.909677419354839;430
2023-06-28;1781;1711;58;27.1466978375219;0.843572241183163;431
2023-06-27;1702;1674;23;12.7198327359618;0.92612293144208;432
2023-06-26;1688;1578;95;54.4340937896071;0.760170006071645;433
2023-06-25;365;326;33;77.1226993865031;0.745762711864407;434
2023-06-24;460;442;13;22.6809954751131;0.880794701986755;435
2023-06-23;1445;1406;32;16.2951635846373;0.914084507042254;436
2023-06-22;1521;1472;43;18.6433423913043;0.873663101604278;437
2023-06-21;1395;1377;17;8.85330428467683;0.955363570914327;438
2023-06-20;1429;1415;12;9.41201413427562;0.949438202247191;439
2023-06-19;1513;1496;15;7.67112299465241;0.952063914780293;440
2023-06-18;333;303;26;60.2805280528053;0.769938650306749;441
2023-06-17;494;480;11;12.9270833333333;0.921971252566735;442
